unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
3182691,HK187650,2004-02-17 10:15:00+00:00,049XX S ARCHER AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,08B,1150934.0,1871470.0,2004,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
4823284,HM435694,2006-06-25 03:49:00+00:00,045XX S SPRINGFIELD AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,821,8,14,57,09,1151116.0,1874240.0,2006,2018-02-28 15:56:25+00:00,41.810799615,-87.721243892,"(41.810799615, -87.721243892)"
4979907,HM588977,2006-09-06 21:30:00+00:00,047XX S RIDGEWAY AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,False,True,821,8,14,57,02,1152162.0,1873031.0,2006,2018-02-28 15:56:25+00:00,41.807461441,-87.717439,"(41.807461441, -87.717439)"
5107099,HM706742,2006-11-07 11:15:00+00:00,049XX S ARCHER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,08A,1150934.0,1871470.0,2006,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
6601154,HP673705,2008-11-08 00:50:00+00:00,038XX W 45TH PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,821,8,14,57,14,1151533.0,1874196.0,2008,2018-02-10 15:50:01+00:00,41.810670713,-87.71971551,"(41.810670713, -87.71971551)"
7245358,HR659768,2009-11-25 00:05:00+00:00,047XX S SPRINGFIELD AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,True,False,821,8,14,57,18,1151166.0,1872888.0,2009,2018-02-28 15:56:25+00:00,41.807088557,-87.721095822,"(41.807088557, -87.721095822)"
9007459,HW154824,2013-02-13 10:00:00+00:00,049XX S ARCHER AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,24,1150934.0,1871470.0,2013,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
10499708,HZ240911,2016-04-26 12:44:00+00:00,049XX S ARCHER AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,08B,1150934.0,1871470.0,2016,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
4407869,HK768767,2004-11-23 13:39:00+00:00,049XX S ARCHER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,08A,1150934.0,1871470.0,2004,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
4582349,HM171845,2006-02-09 12:25:00+00:00,049XX S ARCHER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,08A,1150934.0,1871470.0,2006,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
5373918,HN221796,2007-03-12 13:40:00+00:00,049XX S ARCHER AVE,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,24,1150934.0,1871470.0,2007,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
5398397,HN242816,2007-03-23 13:45:00+00:00,039XX W 47TH ST,1570,SEX OFFENSE,PUBLIC INDECENCY,PARKING LOT/GARAGE(NON.RESID.),True,False,821,8,14,57,17,1150702.0,1873176.0,2007,2018-02-28 15:56:25+00:00,41.807887928,-87.722790148,"(41.807887928, -87.722790148)"
7128303,HR531272,2009-09-11 13:30:00+00:00,049XX S ARCHER AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,26,1150934.0,1871470.0,2009,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
7808690,HS618614,2010-11-15 14:30:00+00:00,049XX S ARCHER AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,True,False,821,8,14,57,04B,1151466.0,1871913.0,2010,2018-02-10 15:50:01+00:00,41.804407147,-87.720021019,"(41.804407147, -87.720021019)"
8506210,HV183297,2012-03-04 19:45:00+00:00,047XX S HARDING AVE,2021,NARCOTICS,POSS: BARBITUATES,STREET,True,False,821,8,14,57,18,1150829.0,1872881.0,2012,2018-02-10 15:50:01+00:00,41.807075929,-87.722332032,"(41.807075929, -87.722332032)"
8918032,HV590603,2012-11-30 17:00:00+00:00,045XX S SPRINGFIELD AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,False,False,821,8,14,57,07,1151112.0,1874357.0,2012,2018-02-10 15:50:01+00:00,41.811120758,-87.721255507,"(41.811120758, -87.721255507)"
11180662,JA553333,2017-12-17 23:08:00+00:00,048XX S ARCHER AVE,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,821,8,14,57,18,1152224.0,1872544.0,2017,2018-05-04 15:51:04+00:00,41.806123825,-87.717224404,"(41.806123825, -87.717224404)"
3527933,HK603628,2004-09-05 05:10:00+00:00,049XX S ARCHER AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,"SCHOOL, PUBLIC, GROUNDS",True,False,821,8,14,57,26,1150942.0,1871476.0,2004,2018-02-28 15:56:25+00:00,41.8032182,-87.721954233,"(41.8032182, -87.721954233)"
3592548,HK684231,2004-10-12 20:00:00+00:00,049XX S ARCHER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",False,False,821,8,14,57,08A,1150934.0,1871470.0,2004,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
7189865,HR598714,2009-10-20 19:38:07+00:00,038XX W 47TH ST,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,821,8,14,57,07,1151614.0,1873195.0,2009,2018-02-28 15:56:25+00:00,41.807922239,-87.719444634,"(41.807922239, -87.719444634)"
7300750,HS104119,2010-01-04 09:55:00+00:00,049XX S ARCHER AVE,2012,NARCOTICS,MANU/DELIVER:COCAINE,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,18,1150934.0,1871470.0,2010,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
7656327,HS460813,2010-08-13 15:42:00+00:00,047XX S PULASKI RD,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,821,8,14,57,03,1150494.0,1872861.0,2010,2018-02-10 15:50:01+00:00,41.807027575,-87.723561244,"(41.807027575, -87.723561244)"
9186829,HW332270,2012-11-15 12:00:00+00:00,046XX S HARDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,821,8,14,57,26,1150802.0,1873664.0,2012,2018-02-10 15:50:01+00:00,41.80922512,-87.722410646,"(41.80922512, -87.722410646)"
9359317,HW502725,2013-10-22 09:15:00+00:00,049XX S ARCHER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,08A,1150934.0,1871470.0,2013,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
4148498,HL480916,2005-07-13 01:00:00+00:00,038XX W 51ST ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,WAREHOUSE,False,False,821,8,14,62,14,1151457.0,1870525.0,2005,2018-02-28 15:56:25+00:00,41.800598449,-87.720090347,"(41.800598449, -87.720090347)"
4737456,HM219420,2006-03-08 00:10:00+00:00,047XX S ARCHER AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,GAS STATION,True,False,821,8,14,57,18,1152885.0,1873097.0,2006,2018-02-28 15:56:25+00:00,41.807628306,-87.714785472,"(41.807628306, -87.714785472)"
5994481,HN763297,2007-12-17 10:00:43+00:00,049XX S ARCHER AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,26,1150934.0,1871470.0,2007,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
10509671,HZ243124,2016-04-22 14:30:00+00:00,045XX S AVERS AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,RESIDENCE,True,False,821,8,14,57,18,1151457.0,1874067.0,2016,2018-02-10 15:50:01+00:00,41.810318207,-87.719997651,"(41.810318207, -87.719997651)"
11456482,JB448749,2018-09-19 13:50:00+00:00,049XX S ARCHER AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,17,1150934.0,1871470.0,2018,2018-09-27 15:56:15+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
4446693,HL742260,2005-11-13 08:40:00+00:00,036XX W 47TH ST,0865,THEFT,DELIVERY CONTAINER THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,821,8,14,57,06,1152803.0,1873224.0,2005,2018-02-28 15:56:25+00:00,41.807978431,-87.715082878,"(41.807978431, -87.715082878)"
4561297,HM151063,2006-01-29 03:38:47+00:00,048XX S PULASKI RD,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SIDEWALK,True,False,821,8,14,57,08A,1150511.0,1872307.0,2006,2018-02-28 15:56:25+00:00,41.805506987,-87.723513309,"(41.805506987, -87.723513309)"
5128626,HM712676,2006-11-10 00:45:00+00:00,049XX S ARCHER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,14,1150934.0,1871470.0,2006,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
5576565,HN373716,2007-05-30 10:00:00+00:00,049XX S ARCHER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,08A,1150934.0,1871470.0,2007,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
6127171,HP218831,2008-03-10 12:00:00+00:00,049XX S ARCHER AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,26,1150934.0,1871470.0,2008,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
6505318,HP579581,2008-09-18 19:00:00+00:00,048XX S ARCHER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,True,False,821,8,14,57,14,1152018.0,1872372.0,2008,2018-02-10 15:50:01+00:00,41.805655882,-87.717984462,"(41.805655882, -87.717984462)"
7019507,HR427218,2009-07-13 18:15:00+00:00,048XX S AVERS AVE,0850,THEFT,ATTEMPT THEFT,RESIDENCE-GARAGE,False,False,821,8,14,57,06,1151521.0,1872339.0,2009,2016-02-04 06:33:39+00:00,41.805575075,-87.71980815,"(41.805575075, -87.71980815)"
7422527,HS221760,2010-03-19 16:00:00+00:00,049XX S ARCHER AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,08A,1150934.0,1871470.0,2010,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
2952030,HJ633589,2003-09-16 13:50:00+00:00,047XX S PULASKI RD,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,True,False,821,8,14,57,07,1150495.0,1872847.0,2003,2018-02-28 15:56:25+00:00,41.806989137,-87.72355794,"(41.806989137, -87.72355794)"
3227298,HK232998,2004-03-08 09:00:00+00:00,049XX S ARCHER AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,False,False,821,8,14,57,10,1150887.0,1871431.0,2004,2018-02-28 15:56:25+00:00,41.803095786,-87.72215712,"(41.803095786, -87.72215712)"
4183565,HL509914,2005-07-02 12:00:00+00:00,047XX S LAWNDALE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,821,8,14,57,06,1152494.0,1873091.0,2005,2018-02-28 15:56:25+00:00,41.807619554,-87.716219726,"(41.807619554, -87.716219726)"
6007913,HN785762,2007-12-31 01:33:00+00:00,048XX S LAWNDALE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FACTORY/MANUFACTURING BUILDING,True,False,821,8,14,57,14,1152514.0,1872559.0,2007,2018-02-28 15:56:25+00:00,41.806159277,-87.716160382,"(41.806159277, -87.716160382)"
6520758,HP593621,2008-09-26 02:15:00+00:00,038XX W 47TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,821,8,14,57,18,1151677.0,1873197.0,2008,2018-02-28 15:56:25+00:00,41.807926493,-87.719213511,"(41.807926493, -87.719213511)"
6724197,HR136383,2009-01-24 09:30:00+00:00,038XX W 47TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,OTHER,False,True,821,8,14,57,26,1151614.0,1873195.0,2009,2018-02-28 15:56:25+00:00,41.807922239,-87.719444634,"(41.807922239, -87.719444634)"
7956558,HT187965,2011-01-21 12:00:00+00:00,047XX S PULASKI RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,821,8,14,57,11,1150495.0,1872847.0,2011,2018-02-10 15:50:01+00:00,41.806989137,-87.72355794,"(41.806989137, -87.72355794)"
7996294,HT225875,2011-03-30 07:05:00+00:00,048XX S ARCHER AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,False,False,821,8,14,57,07,1152027.0,1872380.0,2011,2018-02-10 15:50:01+00:00,41.805677658,-87.717951243,"(41.805677658, -87.717951243)"
9051974,HW197225,2013-03-14 13:40:00+00:00,049XX S ARCHER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,14,1150934.0,1871470.0,2013,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
9360895,HW504058,2013-10-23 10:50:00+00:00,049XX S ARCHER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,14,1150934.0,1871470.0,2013,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
11495353,JB459797,2018-10-02 12:20:37+00:00,038XX W 51ST ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,True,False,821,8,14,62,18,,,2018,2019-10-05 16:04:25+00:00,,,
5431861,HN262582,2007-04-02 22:28:00+00:00,047XX S HAMLIN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,True,False,821,8,14,57,14,1151833.0,1872837.0,2007,2018-02-28 15:56:25+00:00,41.806935541,-87.718650781,"(41.806935541, -87.718650781)"
6523633,HP597632,2008-09-28 08:20:00+00:00,049XX S AVERS AVE,0880,THEFT,PURSE-SNATCHING,OTHER,False,False,821,8,14,57,06,1151435.0,1871836.0,2008,2018-02-28 15:56:25+00:00,41.804196455,-87.720136729,"(41.804196455, -87.720136729)"
6957606,HR363233,2009-06-07 20:30:00+00:00,046XX S SPRINGFIELD AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,False,True,821,8,14,57,04B,1151143.0,1873488.0,2009,2018-02-10 15:50:01+00:00,41.808735492,-87.721164505,"(41.808735492, -87.721164505)"
7447245,HS248452,2010-04-08 21:55:00+00:00,048XX S LAWNDALE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FACTORY/MANUFACTURING BUILDING,True,False,821,8,14,57,14,1152514.0,1872559.0,2010,2018-02-10 15:50:01+00:00,41.806159277,-87.716160382,"(41.806159277, -87.716160382)"
8476375,HV152182,2012-02-10 02:16:00+00:00,038XX W 47TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,821,8,14,57,18,1151715.0,1873198.0,2012,2018-02-10 15:50:01+00:00,41.807928492,-87.719074109,"(41.807928492, -87.719074109)"
10294632,HY482205,2015-10-29 14:50:00+00:00,049XX S ARCHER AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,08B,1150934.0,1871470.0,2015,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
11487632,JB490106,2018-10-25 18:17:00+00:00,049XX S ARCHER AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,821,8,14,57,24,1150987.0,1871514.0,2018,2018-11-01 16:12:18+00:00,41.803321599,-87.721788203,"(41.803321599, -87.721788203)"
3906097,HL203985,2005-02-26 18:15:00+00:00,036XX W 47TH ST,2022,NARCOTICS,POSS: COCAINE,OTHER,True,False,821,8,14,57,18,1152813.0,1873224.0,2005,2018-02-28 15:56:25+00:00,41.807978234,-87.7150462,"(41.807978234, -87.7150462)"
4591166,HM182112,2006-02-14 08:30:00+00:00,036XX W 47TH ST,0865,THEFT,DELIVERY CONTAINER THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,821,8,14,57,06,1152803.0,1873224.0,2006,2018-02-28 15:56:25+00:00,41.807978431,-87.715082878,"(41.807978431, -87.715082878)"
8651631,HV327186,2012-06-10 00:30:00+00:00,043XX S PULASKI RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,GROCERY FOOD STORE,False,False,821,8,14,57,14,1150402.0,1875527.0,2012,2016-02-04 06:33:39+00:00,41.814345252,-87.723829326,"(41.814345252, -87.723829326)"
8779252,HV453137,2012-08-30 01:14:00+00:00,047XX S HAMLIN AVE,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,821,8,14,57,18,1151827.0,1873034.0,2012,2018-02-10 15:50:01+00:00,41.807476255,-87.718667619,"(41.807476255, -87.718667619)"
7040802,HR429804,2006-01-01 00:01:00+00:00,048XX S AVERS AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,821,8,14,57,20,,,2006,2015-08-17 15:03:40+00:00,,,
2544048,HJ111091,2003-01-06 20:19:52+00:00,038XX W 47TH ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,821,8,14,57,16,,,2003,2015-08-17 15:03:40+00:00,,,
23102,JA127038,2017-01-23 16:38:00+00:00,050XX S RIDGEWAY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,821,8,14,62,01A,1152227.0,1870713.0,2017,2019-03-18 16:08:09+00:00,41.801099239,-87.717261535,"(41.801099239, -87.717261535)"
4220909,HL529452,2005-08-04 19:00:00+00:00,037XX W 49TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,WAREHOUSE,False,False,821,8,14,57,14,1152112.0,1871874.0,2005,2018-02-28 15:56:25+00:00,41.804287451,-87.717652786,"(41.804287451, -87.717652786)"
6944920,HR347000,2009-05-29 09:00:00+00:00,049XX S ARCHER AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, GROUNDS",True,False,821,8,14,57,24,1150934.0,1871470.0,2009,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
8215725,HT450181,2011-08-16 01:08:00+00:00,048XX S ARCHER AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,TAVERN/LIQUOR STORE,True,False,821,8,14,57,08A,1151518.0,1871957.0,2011,2018-02-10 15:50:01+00:00,41.804526871,-87.719829153,"(41.804526871, -87.719829153)"
8516640,HV193847,2012-03-12 10:00:00+00:00,049XX S ARCHER AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,15,1150934.0,1871470.0,2012,2016-02-04 06:33:39+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
10613805,HZ366560,2009-07-01 08:00:00+00:00,046XX S AVERS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,821,8,14,57,11,,,2009,2016-07-28 15:54:39+00:00,,,
11992695,JD165832,2020-02-26 16:00:00+00:00,048XX S LAWNDALE AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESTAURANT,False,False,821,8,14,57,10,1152514.0,1872559.0,2020,2020-03-04 15:50:43+00:00,41.806159277,-87.716160382,"(41.806159277, -87.716160382)"
3096080,HJ811774,2003-12-02 09:56:00+00:00,049XX S ARCHER AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,821,8,14,57,11,1150887.0,1871431.0,2003,2018-02-28 15:56:25+00:00,41.803095786,-87.72215712,"(41.803095786, -87.72215712)"
3926753,HL300465,2005-04-15 10:00:00+00:00,038XX W 45TH ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,821,8,14,57,07,1151578.0,1874536.0,2005,2018-02-10 15:50:01+00:00,41.811602839,-87.719541546,"(41.811602839, -87.719541546)"
4451214,HL749288,2005-11-22 00:00:00+00:00,048XX S AVERS AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,821,8,14,57,14,1151522.0,1872333.0,2005,2018-02-10 15:50:01+00:00,41.805558591,-87.719804639,"(41.805558591, -87.719804639)"
5834645,HN478158,2007-07-20 14:15:00+00:00,047XX S HARDING AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,821,8,14,57,26,1150828.0,1872901.0,2007,2018-02-28 15:56:25+00:00,41.807130831,-87.722335178,"(41.807130831, -87.722335178)"
7534984,HS330731,2010-05-26 10:00:00+00:00,049XX S ARCHER AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,False,False,821,8,14,57,04B,1151188.0,1871683.0,2010,2018-02-10 15:50:01+00:00,41.803781432,-87.721046616,"(41.803781432, -87.721046616)"
7897449,HT124610,2011-01-14 10:00:00+00:00,049XX S ARCHER AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,10,1150934.0,1871470.0,2011,2016-02-04 06:33:39+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
8603060,HV276951,2012-05-08 00:30:00+00:00,048XX S ARCHER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,False,False,821,8,14,57,14,1151776.0,1872170.0,2012,2016-02-04 06:33:39+00:00,41.805106316,-87.718877331,"(41.805106316, -87.718877331)"
8771418,HV445656,2012-08-24 23:05:00+00:00,037XX W 49TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FACTORY/MANUFACTURING BUILDING,False,False,821,8,14,57,14,1152449.0,1871883.0,2012,2016-02-04 06:33:39+00:00,41.804305518,-87.716416577,"(41.804305518, -87.716416577)"
11253261,JB182060,2017-08-01 09:00:00+00:00,038XX W 46TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,APARTMENT,False,False,821,8,14,57,11,,,2017,2018-03-12 15:50:17+00:00,,,
10062403,HY250661,2015-05-06 14:55:00+00:00,049XX S ARCHER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,08A,1150934.0,1871470.0,2015,2018-02-10 15:50:01+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
4600666,HM192339,2006-02-21 08:40:00+00:00,049XX S ARCHER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"SCHOOL, PUBLIC, BUILDING",False,False,821,8,14,57,14,1150934.0,1871470.0,2006,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
6697448,HP718046,2008-12-05 14:15:00+00:00,049XX S ARCHER AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,26,1150934.0,1871470.0,2008,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
8097871,HT332769,2011-06-06 02:00:00+00:00,047XX S PULASKI RD,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,False,False,821,8,14,57,04A,1150490.0,1873005.0,2011,2018-02-10 15:50:01+00:00,41.807422809,-87.723572168,"(41.807422809, -87.723572168)"
8146332,HT381113,2011-07-05 11:18:00+00:00,038XX W 51ST ST,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,STREET,True,False,821,8,14,62,26,1151438.0,1870525.0,2011,2018-02-10 15:50:01+00:00,41.800598821,-87.720160027,"(41.800598821, -87.720160027)"
2572274,HJ160931,2003-02-02 02:00:00+00:00,046XX S SPRINGFIELD AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,False,False,821,8,14,57,14,1151141.0,1873535.0,2003,2018-02-28 15:56:25+00:00,41.808864506,-87.721170613,"(41.808864506, -87.721170613)"
4969386,HM582962,2006-09-02 17:00:00+00:00,036XX W 51ST ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CONSTRUCTION SITE,False,False,821,8,14,62,14,1152989.0,1870564.0,2006,2018-02-10 15:50:01+00:00,41.80067534,-87.714470918,"(41.80067534, -87.714470918)"
5895321,HN690951,2007-11-05 14:15:00+00:00,049XX S ARCHER AVE,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,"SCHOOL, PUBLIC, BUILDING",True,False,821,8,14,57,22,1150934.0,1871470.0,2007,2018-02-28 15:56:25+00:00,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
6238213,HP324856,2008-05-08 15:30:00+00:00,047XX S PULASKI RD,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,OTHER,True,False,821,8,14,57,16,1150495.0,1872847.0,2008,2018-02-28 15:56:25+00:00,41.806989137,-87.72355794,"(41.806989137, -87.72355794)"
8625346,HV298974,2012-05-23 06:50:00+00:00,048XX S AVERS AVE,0331,ROBBERY,ATTEMPT: AGGRAVATED,SIDEWALK,False,False,821,8,14,57,03,1151520.0,1872397.0,2012,2016-02-04 06:33:39+00:00,41.805734255,-87.719810299,"(41.805734255, -87.719810299)"
2120806,HH356510,2002-05-07 20:09:59+00:00,048XX S ARCHER AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,False,False,821,8,14,57,26,1152196.0,1872521.0,2002,2018-02-10 15:50:01+00:00,41.80606126,-87.717327703,"(41.80606126, -87.717327703)"
